subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Seberang Jaya,House,4,2400.0,Freehold,850000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Simpang Ampat,House,4,1760.0,Freehold,538000,South Seberang Perai,Mainland
Simpang Ampat,House,4,2400.0,Freehold,890000,South Seberang Perai,Mainland
Simpang Ampat,House,3,1400.0,Freehold,399000,South Seberang Perai,Mainland
Alma,House,3,1200.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,580000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,1540.0,Freehold,790000,Central Seberang Perai,Mainland
Georgetown,House,4,1558.0,Freehold,1080000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,1600.0,Freehold,570000,Central Seberang Perai,Mainland
Relau,Apartment / Condominium,4,1982.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,428000,Central Seberang Perai,Mainland
Batu Uban,Apartment / Condominium,4,1982.0,Freehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,850000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,3,1161.0,Freehold,680000,South West Penang Island,Island
Batu Kawan,House,4,2331.0,Freehold,850000,South Seberang Perai,Mainland
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,3,1300.0,Freehold,728000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1300.0,Freehold,680000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1598.0,Freehold,670000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,House,3,1540.0,Freehold,688000,North Seberang Perai,Mainland
Greenlane,House,3,1560.0,Freehold,820000,North East Penang Island,Island
Batu Uban,Apartment / Condominium,3,938.0,Freehold,585000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,888000,Central Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1425.0,Freehold,555000,South West Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Uban,Apartment / Condominium,3,1220.0,Freehold,850000,North East Penang Island,Island
Simpang Ampat,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1459.0,Freehold,487000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1070.0,Freehold,470000,North Seberang Perai,Mainland
Teluk Kumbar,House,4,2000.0,Freehold,575000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1450.0,Freehold,460000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1818.0,Freehold,830000,South West Penang Island,Island
Perai,House,3,1195.0,Leasehold,480000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Mertajam,House,4,1539.0,Freehold,399000,Central Seberang Perai,Mainland
Georgetown,Apartment / Condominium,4,2152.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1155.0,Freehold,690000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,560000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1100.0,Freehold,640000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,1230.0,Freehold,530000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,4,1450.0,Leasehold,1000000,North East Penang Island,Island
Georgetown,House,3,2000.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1111.0,Leasehold,540000,North East Penang Island,Island
Jelutong,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,1100.0,Freehold,399000,North Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,1600.0,Freehold,1050000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Bertam,House,3,1540.0,Freehold,399000,North Seberang Perai,Mainland
Sungai Ara,House,3,1600.0,Freehold,680000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1241.0,Freehold,1050000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1000.0,Freehold,399000,North East Penang Island,Island
Bertam,House,4,2400.0,Freehold,552000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Butterworth,House,4,1400.0,Freehold,580000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,480000,South West Penang Island,Island
Bertam,House,3,1832.0,Freehold,399000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1200.0,Freehold,800000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Perai,Apartment / Condominium,3,1058.0,Freehold,399000,Central Seberang Perai,Mainland
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,850000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,690000,North East Penang Island,Island
Bukit Mertajam,House,3,1400.0,Freehold,468000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,630000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1343.0,Freehold,680008,North East Penang Island,Island
Kepala Batas,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1113.0,Leasehold,628000,North East Penang Island,Island
Batu Uban,Apartment / Condominium,3,938.0,Freehold,520000,North East Penang Island,Island
Simpang Ampat,House,4,2055.0,Freehold,839000,South Seberang Perai,Mainland
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1011.0,Freehold,540000,South West Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,3,1307.0,Freehold,750000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,1050000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,1650.0,Leasehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,710000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,House,4,1700.0,Freehold,850000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1250.0,Leasehold,616000,North East Penang Island,Island
Batu Kawan,House,4,1584.0,Freehold,490000,South Seberang Perai,Mainland
Batu Kawan,House,4,2400.0,Freehold,690000,South Seberang Perai,Mainland
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,790000,Central Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Freehold,640000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,1050.0,Freehold,530000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Leasehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,1020000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,1500.0,Freehold,760000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,938000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1241.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1500.0,Freehold,718000,North East Penang Island,Island
Sungai Ara,House,4,938.0,Freehold,1080000,South West Penang Island,Island
Simpang Ampat,House,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1100.0,Freehold,590000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,456000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,418000,South West Penang Island,Island
Ayer Itam,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,440000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1036.0,Freehold,780000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1236.0,Freehold,870000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,1600.0,Freehold,1050000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1244.0,Freehold,550000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,1646.0,Freehold,900000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,1485.0,Freehold,399000,South West Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Jelutong,House,4,2300.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1600.0,Leasehold,850000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,4,1250.0,Freehold,528000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,900000,South Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,947.0,Leasehold,530000,North East Penang Island,Island
Butterworth,House,3,1647.0,Freehold,530000,North Seberang Perai,Mainland
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,428000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1600.0,Freehold,660000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1700.0,Freehold,750000,North East Penang Island,Island
Batu Maung,House,3,2400.0,Leasehold,1080000,South West Penang Island,Island
Tanjong Tokong,House,3,1200.0,Freehold,760000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,1450.0,Leasehold,950000,North East Penang Island,Island
Relau,Apartment / Condominium,3,1126.0,Freehold,680000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1307.0,Freehold,700000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,860000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Alma,House,4,2400.0,Freehold,745000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,1280.0,Freehold,880000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Maung,House,3,1400.0,Freehold,670000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,House,4,2000.0,Freehold,780000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1150.0,Freehold,650000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,2280.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,535000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,400000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1075.0,Leasehold,399000,South West Penang Island,Island
Greenlane,Apartment / Condominium,3,1000.0,Freehold,490000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Perai,Apartment / Condominium,3,938.0,Leasehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,720000,Central Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1250.0,Freehold,628000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,2020.0,Freehold,920008,South West Penang Island,Island
Greenlane,House,4,1400.0,Freehold,980000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,1300.0,Freehold,540000,North East Penang Island,Island
