property_name,property_listing,property_type
For Sale - Taman Alor Vista,https://www.propertyguru.com.my/property-listing/taman-alor-vista-for-sale-by-dylan-lee-35958170,condominium
For Sale - Sandilands @ Jelutong,https://www.propertyguru.com.my/property-listing/sandilands-jelutong-for-sale-by-kenny-lee-chung-chern-35958035,condominium
For Sale - Sandilands @ Jelutong,https://www.propertyguru.com.my/property-listing/sandilands-jelutong-for-sale-by-kenny-lee-chung-chern-35958035,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-35367792,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-35367792,condominium
For Sale - Greenlane Park,https://www.propertyguru.com.my/property-listing/greenlane-park-for-sale-by-bryan-h-ng-34461150,condominium
For Sale - Greenlane Park,https://www.propertyguru.com.my/property-listing/greenlane-park-for-sale-by-bryan-h-ng-34461150,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-31563822,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-31563822,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-31525989,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-jacky-yeoh-31525989,condominium
For Sale - Birch Regency - Times Square,https://www.propertyguru.com.my/property-listing/birch-regency-times-square-for-sale-by-jacky-yeoh-31177659,condominium
For Sale - Birch Regency - Times Square,https://www.propertyguru.com.my/property-listing/birch-regency-times-square-for-sale-by-jacky-yeoh-31177659,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958156,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958156,condominium
For Sale - Greenlane Park,https://www.propertyguru.com.my/property-listing/greenlane-park-for-sale-by-bryan-h-ng-35958062,condominium
For Sale - Greenlane Park,https://www.propertyguru.com.my/property-listing/greenlane-park-for-sale-by-bryan-h-ng-35958062,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958141,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958141,condominium
For Sale - Skyridge Garden @ Tanjung Tokong,https://www.propertyguru.com.my/property-listing/skyridge-garden-tanjung-tokong-for-sale-by-yeewon-lim-35958095,condominium
For Sale - Skyridge Garden @ Tanjung Tokong,https://www.propertyguru.com.my/property-listing/skyridge-garden-tanjung-tokong-for-sale-by-yeewon-lim-35958095,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958127,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958127,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958111,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958111,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958094,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958094,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958078,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958078,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958064,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958064,condominium
For Sale - The Light Collection III,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-max-tay-35958063,condominium
For Sale - The Light Collection III,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-max-tay-35958063,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958049,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958049,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958031,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958031,condominium
"For Sale - Taman Han Chiang, Georgetown",https://www.propertyguru.com.my/property-listing/taman-han-chiang-georgetown-for-sale-by-bryan-h-ng-35407028,condominium
"For Sale - Taman Han Chiang, Georgetown",https://www.propertyguru.com.my/property-listing/taman-han-chiang-georgetown-for-sale-by-bryan-h-ng-35407028,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958025,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35958025,condominium
For Sale - The Light Collection III,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-max-tay-35958008,condominium
For Sale - The Light Collection III,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-max-tay-35958008,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35957994,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35957994,condominium
For Sale - Taman Bukit Erskine,https://www.propertyguru.com.my/property-listing/taman-bukit-erskine-for-sale-by-bryan-h-ng-35957996,condominium
For Sale - Taman Bukit Erskine,https://www.propertyguru.com.my/property-listing/taman-bukit-erskine-for-sale-by-bryan-h-ng-35957996,condominium
For Sale - Artis 3 @ Jelutong Penang,https://www.propertyguru.com.my/property-listing/artis-3-jelutong-penang-for-sale-by-kenny-lee-chung-chern-35957992,condominium
For Sale - Artis 3 @ Jelutong Penang,https://www.propertyguru.com.my/property-listing/artis-3-jelutong-penang-for-sale-by-kenny-lee-chung-chern-35957992,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35957980,condominium
For Sale - ForestVille,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-jake-khoo-35957980,condominium
For Sale - Taman Terubong Jaya,https://www.propertyguru.com.my/property-listing/taman-terubong-jaya-for-sale-by-anders-ong-35957975,condominium
For Sale - Taman Terubong Jaya,https://www.propertyguru.com.my/property-listing/taman-terubong-jaya-for-sale-by-anders-ong-35957975,condominium
For Sale - Grand Ocean,https://www.propertyguru.com.my/property-listing/grand-ocean-for-sale-by-esther-tan-35957935,condominium
For Sale - Grand Ocean,https://www.propertyguru.com.my/property-listing/grand-ocean-for-sale-by-esther-tan-35957935,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-hong-35957195,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-hong-35957195,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-hong-35957885,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-hong-35957885,condominium
For Sale - Setia Sky Vista,https://www.propertyguru.com.my/property-listing/setia-sky-vista-for-sale-by-jake-khoo-35957919,condominium
For Sale - Setia Sky Vista,https://www.propertyguru.com.my/property-listing/setia-sky-vista-for-sale-by-jake-khoo-35957919,condominium
For Sale - Setia Sky Vista,https://www.propertyguru.com.my/property-listing/setia-sky-vista-for-sale-by-jake-khoo-35957907,condominium
For Sale - Setia Sky Vista,https://www.propertyguru.com.my/property-listing/setia-sky-vista-for-sale-by-jake-khoo-35957907,condominium
For Sale - Orchard Ville,https://www.propertyguru.com.my/property-listing/orchard-ville-for-sale-by-jake-khoo-35957893,condominium
For Sale - Orchard Ville,https://www.propertyguru.com.my/property-listing/orchard-ville-for-sale-by-jake-khoo-35957893,condominium
For Sale - Scotland Villas,https://www.propertyguru.com.my/property-listing/scotland-villas-for-sale-by-jake-khoo-35957876,condominium
For Sale - Scotland Villas,https://www.propertyguru.com.my/property-listing/scotland-villas-for-sale-by-jake-khoo-35957876,condominium
For Sale - Edgecumbe House,https://www.propertyguru.com.my/property-listing/edgecumbe-house-for-sale-by-esther-tan-35957861,condominium
For Sale - Edgecumbe House,https://www.propertyguru.com.my/property-listing/edgecumbe-house-for-sale-by-esther-tan-35957861,condominium
For Sale - Waterside Residence,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-kenny-lee-chung-chern-35957790,condominium
For Sale - Waterside Residence,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-kenny-lee-chung-chern-35957790,condominium
For Sale - Reflections Condominium,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-jake-khoo-35957817,condominium
For Sale - Reflections Condominium,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-jake-khoo-35957817,condominium
For Sale - The Address Boutique Condominium,https://www.propertyguru.com.my/property-listing/the-address-boutique-condominium-for-sale-by-jake-khoo-35957804,condominium
For Sale - The Address Boutique Condominium,https://www.propertyguru.com.my/property-listing/the-address-boutique-condominium-for-sale-by-jake-khoo-35957804,condominium
For Sale - Vertiq,https://www.propertyguru.com.my/property-listing/vertiq-for-sale-by-jake-khoo-35957785,condominium
For Sale - Vertiq,https://www.propertyguru.com.my/property-listing/vertiq-for-sale-by-jake-khoo-35957785,condominium
For Sale - Reflections Condominium,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-jake-khoo-35957764,condominium
For Sale - Reflections Condominium,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-jake-khoo-35957764,condominium
For Sale - The View Condominium (Twin Towers),https://www.propertyguru.com.my/property-listing/the-view-condominium-twin-towers-for-sale-by-jake-khoo-35957749,condominium
For Sale - The View Condominium (Twin Towers),https://www.propertyguru.com.my/property-listing/the-view-condominium-twin-towers-for-sale-by-jake-khoo-35957749,condominium
For Sale - Novus Condominium,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-jake-khoo-35957708,condominium
For Sale - Novus Condominium,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-jake-khoo-35957708,condominium
For Sale - Platino Luxury Condominium (Penang),https://www.propertyguru.com.my/property-listing/platino-luxury-condominium-penang-for-sale-by-gary-goh-33688334,condominium
For Sale - Platino Luxury Condominium (Penang),https://www.propertyguru.com.my/property-listing/platino-luxury-condominium-penang-for-sale-by-gary-goh-33688334,condominium
For Sale - Platino Luxury Condominium (Penang),https://www.propertyguru.com.my/property-listing/platino-luxury-condominium-penang-for-sale-by-gary-goh-29700347,condominium
For Sale - Platino Luxury Condominium (Penang),https://www.propertyguru.com.my/property-listing/platino-luxury-condominium-penang-for-sale-by-gary-goh-29700347,condominium
For Sale - Grace Residence,https://www.propertyguru.com.my/property-listing/grace-residence-for-sale-by-gary-goh-34434663,condominium
For Sale - Grace Residence,https://www.propertyguru.com.my/property-listing/grace-residence-for-sale-by-gary-goh-34434663,condominium
For Sale - Pine Residence,https://www.propertyguru.com.my/property-listing/pine-residence-for-sale-by-gary-goh-35234937,condominium
For Sale - Pine Residence,https://www.propertyguru.com.my/property-listing/pine-residence-for-sale-by-gary-goh-35234937,condominium
For Sale - Pine Residence,https://www.propertyguru.com.my/property-listing/pine-residence-for-sale-by-gary-goh-35234908,condominium
For Sale - Pine Residence,https://www.propertyguru.com.my/property-listing/pine-residence-for-sale-by-gary-goh-35234908,condominium
For Sale - Boulevard Condominium (BLVD),https://www.propertyguru.com.my/property-listing/boulevard-condominium-blvd-for-sale-by-gary-goh-34435701,condominium
For Sale - Boulevard Condominium (BLVD),https://www.propertyguru.com.my/property-listing/boulevard-condominium-blvd-for-sale-by-gary-goh-34435701,condominium
